,mid,f1,money
153,100715.0,-17.955062649322468,-100715.0
154,100710.0,-17.625840572312228,-100710.0
155,100740.0,-20.613486643332116,-100740.0
156,100735.0,-20.332450442501248,-100735.0
157,100735.0,-18.69778086839529,-100735.0
158,100740.0,-16.987293508111655,-100740.0
159,100745.0,-15.277474920076322,-100745.0
160,100735.0,-11.42295050782569,-100735.0
161,100715.0,-4.939910192840792,0.0
162,100705.0,1.3834694770973286,0.0
163,100715.0,4.3274206771321815,0.0
164,100715.0,6.447484992692765,100715.0
165,100715.0,7.918531107357673,100715.0
166,100715.0,8.881617499185126,100715.0
167,100715.0,9.45027453810139,100715.0
168,100705.0,11.180841812273574,100705.0
169,100710.0,11.317101189369357,100710.0
170,100705.0,11.882339420309826,100705.0
171,100695.0,13.386356019208556,100695.0
172,100695.0,13.895398438845447,100695.0
173,100695.0,13.716398042806444,100695.0
174,100705.0,11.61445936649049,100705.0
175,100710.0,9.124493837930098,100710.0
176,100695.0,9.43355591075282,100695.0
177,100725.0,4.860438926315659,0.0
178,100735.0,0.39645576381531455,0.0
179,100735.0,-2.2912362526359455,0.0
180,100735.0,-3.7134220997828127,0.0
181,100735.0,-4.255367200938842,0.0
182,100730.0,-3.472418936332817,0.0
183,100730.0,-2.625701022330656,0.0
184,100715.0,0.4195165855555132,0.0
185,100720.0,1.7439903053006525,0.0
186,100705.0,4.844060140236637,0.0
187,100695.0,8.141510047954934,100695.0
188,100685.0,11.360824108748215,100685.0
189,100675.0,14.325117314758268,100675.0
190,100675.0,15.464422424807447,100675.0
191,100665.0,16.822387532899192,100665.0
192,100665.0,16.733137881794633,100665.0
193,100655.0,17.162889522015572,100655.0
194,100660.0,15.650736081935062,100660.0
195,100660.0,13.695713450829874,100660.0
196,100655.0,12.266172356741784,100655.0
197,100655.0,10.478571366433343,100655.0
198,100635.0,11.466803651743472,100635.0
199,100640.0,10.446224038087216,100640.0
200,100625.0,11.125687741929884,100625.0
201,100615.0,12.070667240241512,100615.0
202,100605.0,13.098195267954853,100605.0
203,100595.0,14.086420473528356,100595.0
204,100540.0,21.551938750717994,100540.0
205,100540.0,24.550932805551213,100540.0
206,100540.0,24.523028908427193,100540.0
207,100540.0,22.53535043925747,100540.0
208,100555.0,17.1708356382954,100555.0
209,100560.0,11.403585107030729,100560.0
210,100545.0,8.599056686269712,100545.0
211,100565.0,2.652347278893423,0.0
212,100530.0,3.11376278948962,0.0
213,100545.0,0.2295574958455191,0.0
214,100535.0,-0.9303519352121654,0.0
215,100525.0,-0.9443844166695783,0.0
216,100535.0,-3.167790542988925,0.0
217,100535.0,-5.18002480680402,-100535.0
218,100515.0,-4.005891807524861,0.0
219,100525.0,-5.284956895327099,-100525.0
220,100505.0,-3.6211046578773676,0.0
221,100500.0,-2.3929085779100916,0.0
222,100495.0,-1.49829562168199,0.0
223,100510.0,-3.7878984548824093,0.0
224,100480.0,-1.3434725993147651,0.0
225,100475.0,0.2733042066273086,0.0
226,100465.0,2.0152406222779575,0.0
227,100465.0,2.2698729182602477,0.0
228,100475.0,0.10774273373701249,0.0
229,100465.0,-0.5199894546244082,0.0
230,100460.0,-0.8835489405456798,0.0
231,100455.0,-1.0594291056291496,0.0
232,100465.0,-3.303126592575218,0.0
233,100455.0,-3.7803149160036753,0.0
234,100450.0,-3.8474782174293694,0.0
235,100445.0,-3.643895040843759,0.0
236,100435.0,-2.539533427838755,0.0
237,100435.0,-2.3896955571581273,0.0
238,100455.0,-5.769965913461007,-100455.0
239,100470.0,-10.4288275149543,-100470.0
240,100485.0,-15.606352522835195,-100485.0
241,100495.0,-20.051823233660215,-100495.0
242,100500.0,-23.009959307394986,-100500.0
243,100515.0,-26.27882117432757,-100515.0
244,100520.0,-28.028585905585054,-100520.0
245,100495.0,-24.260997384932264,-100495.0
246,100510.0,-23.039414549112223,-100510.0
247,100535.0,-24.883120078849327,-100535.0
248,100555.0,-27.747263420186698,-100555.0
249,100540.0,-25.89204142959634,-100540.0
250,100535.0,-22.57827594435661,-100535.0
251,100530.0,-18.47174023560502,-100530.0
252,100525.0,-14.043691754160948,-100525.0
253,100510.0,-8.153467079489985,-100510.0
254,100485.0,-0.1821287486486085,0.0
255,100475.0,6.460116119304368,100475.0
256,100455.0,13.355096954353488,100455.0
257,100460.0,16.33325418681366,100460.0
258,100425.0,22.512667158151874,100425.0
259,100415.0,26.6368143886516,100415.0
260,100430.0,25.514405002661952,100430.0
261,100415.0,25.494621958187793,100415.0
262,100435.0,20.970452497488058,100435.0
263,100425.0,18.21166742659962,100425.0
264,100405.0,18.12602103353554,100405.0
265,100385.0,19.671147765044605,100385.0
266,100380.0,19.903159039147,100380.0
267,100385.0,17.781775275974333,100385.0
268,100395.0,13.522168625731673,100395.0
269,100405.0,8.11983832946482,100405.0
270,100420.0,1.5425364326993787,0.0
271,100415.0,-2.485243106719288,0.0
272,100425.0,-6.887285269038472,-100425.0
273,100390.0,-4.671596760967617,0.0
274,100360.0,0.8481048172552903,0.0
275,100375.0,1.5402448529244452,0.0
276,100375.0,1.36442745062471,0.0
277,100365.0,2.1161127767642114,0.0
278,100365.0,1.9368714750314666,0.0
279,100355.0,2.6443526557027823,0.0
280,100355.0,2.396370384670689,0.0
281,100345.0,3.0222713559726984,0.0
282,100350.0,1.9555144680009064,0.0
283,100355.0,-0.1184303717906019,0.0
284,100345.0,-0.5118710959349286,0.0
285,100365.0,-4.225442526363054,0.0
286,100355.0,-5.408989515781087,-100355.0
287,100340.0,-4.19614969341788,0.0
288,100345.0,-4.4677364245778435,0.0
289,100350.0,-5.642394828044758,-100350.0
290,100335.0,-4.373128715562984,0.0
291,100330.0,-3.095921410410334,0.0
292,100335.0,-3.340444789040788,0.0
293,100315.0,-0.8528835934794898,0.0
294,100320.0,-0.45059908233919543,0.0
295,100355.0,-5.770850472112816,-100355.0
296,100345.0,-7.776217412338102,-100345.0
297,100335.0,-7.5749950861272985,-100335.0
298,100325.0,-5.982432796773001,-100325.0
299,100315.0,-3.58940773098168,0.0
300,100315.0,-2.2813211821836283,0.0
301,100325.0,-3.183372820181866,0.0
302,100325.0,-3.9468518568336357,0.0
303,100345.0,-7.501726018355885,-100345.0
304,100350.0,-10.39313066917192,-100350.0
305,100340.0,-10.485560442274043,-100340.0
306,100355.0,-12.454808493322233,-100355.0
307,100375.0,-16.19152242265198,-100375.0
308,100405.0,-22.25332794480895,-100405.0
309,100420.0,-27.183376742688807,-100420.0
310,100440.0,-31.795467027340333,-100440.0
311,100455.0,-35.13921681705045,-100455.0
312,100475.0,-38.14489229076307,-100475.0
313,100485.0,-39.20784125614032,-100485.0
314,100495.0,-38.8914179529812,-100495.0
315,100505.0,-37.62466592552707,-100505.0
316,100515.0,-35.73160076940965,-100515.0
317,100505.0,-30.524021755299884,-100505.0
318,100505.0,-24.908600655750817,-100505.0
319,100495.0,-17.81282967017951,-100495.0
320,100500.0,-12.32766996293229,-100500.0
321,100495.0,-6.652868113436767,-100495.0
322,100495.0,-1.8840694902945359,0.0
323,100510.0,-0.135984316043249,0.0
324,100515.0,1.0901028257495327,0.0
325,100525.0,1.1867602595877784,0.0
326,100520.0,2.7653347158198613,0.0
327,100525.0,3.71336539265355,0.0
328,100515.0,6.402575955256019,100515.0
329,100525.0,7.08809295314196,100525.0
330,100515.0,9.392631886905832,100515.0
331,100490.0,14.758208057171977,100490.0
332,100475.0,20.24359471205686,100475.0
333,100460.0,25.450530268928276,100460.0
334,100435.0,31.596091137508637,100435.0
335,100445.0,32.78158324147826,100445.0
336,100455.0,30.70814670164091,100455.0
337,100465.0,26.62483125403206,100465.0
338,100485.0,19.9694488260398,100485.0
339,100495.0,13.478458385220135,100495.0
340,100515.0,5.943816959736008,100515.0
341,100505.0,2.546712382694139,0.0
342,100495.0,1.9199901778261719,0.0
343,100530.0,-3.535732439276746,0.0
344,100530.0,-6.580641005942226,-100530.0
345,100535.0,-8.66426040782911,-100535.0
346,100530.0,-8.54367981503091,-100530.0
347,100525.0,-7.026271246384113,-100525.0
348,100525.0,-5.430678000071321,-100525.0
349,100525.0,-3.8587832184663924,0.0
350,100540.0,-4.575099322834458,0.0
351,100560.0,-7.405983539374887,-100560.0
352,100535.0,-4.793640895824993,0.0
353,100540.0,-3.2973040273390914,0.0
354,100530.0,-0.3751355495329918,0.0
355,100525.0,2.548949249029693,0.0
356,100520.0,5.3077536940907635,100520.0
357,100500.0,9.99602923352456,100500.0
358,100470.0,17.075410236274557,100470.0
359,100450.0,23.755206693584626,100450.0
360,100445.0,27.558830389467836,100445.0
361,100460.0,26.349351889778955,100460.0
362,100460.0,24.193457948500388,100460.0
363,100455.0,22.23064142879653,100455.0
364,100445.0,21.169335201454224,100445.0
365,100425.0,22.139477658575938,100425.0
366,100420.0,22.072302696924968,100420.0
367,100405.0,22.765448816602113,100405.0
368,100395.0,23.10373792660087,100395.0
369,100385.0,23.13973088185771,100385.0
370,100385.0,21.45756207928637,100385.0
371,100385.0,18.733885757789373,100385.0
372,100370.0,17.6544772309271,100370.0
373,100355.0,17.616911828426467,100355.0
374,100355.0,15.98924730779352,100355.0
375,100345.0,14.877082807679876,100345.0
376,100355.0,11.17851599463581,100355.0
377,100340.0,9.695105384939204,100340.0
378,100340.0,7.45659231619679,100340.0
379,100340.0,4.847488398047972,0.0
380,100345.0,1.4032302167487813,0.0
381,100340.0,-0.9145852969239385,0.0
382,100345.0,-3.8630111720564884,0.0
383,100325.0,-3.3721204161808345,0.0
384,100295.0,0.7204438203323065,0.0
385,100285.0,3.91317579967361,0.0
386,100290.0,4.159688023148512,0.0
387,100295.0,2.536221935122171,0.0
388,100300.0,-0.17664493249930047,0.0
389,100290.0,-1.2254557031103772,0.0
390,100310.0,-5.567007688982109,-100310.0
391,100315.0,-9.521312135300306,-100315.0
392,100325.0,-13.724338177284409,-100325.0
393,100335.0,-17.817059305910483,-100335.0
394,100345.0,-21.569711742699823,-100345.0
395,100355.0,-24.846952290432647,-100355.0
396,100365.0,-27.58123818229715,-100365.0
397,100365.0,-28.287428669786944,-100365.0
398,100355.0,-26.14414792017993,-100355.0
399,100355.0,-23.728635889409546,-100355.0
400,100335.0,-18.280905359142828,-100335.0
401,100355.0,-17.043490368844857,-100355.0
402,100355.0,-15.535076932357912,-100355.0
403,100360.0,-14.630510019662927,-100360.0
404,100375.0,-15.579802649040195,-100375.0
405,100365.0,-13.933952882868109,-100365.0
406,100365.0,-12.18053897831854,-100365.0
407,100365.0,-10.423058281990148,-100365.0
408,100385.0,-11.66164576168111,-100385.0
409,100395.0,-13.212981402032778,-100395.0
410,100415.0,-16.3054946627102,-100415.0
411,100405.0,-15.75543015842015,-100405.0
412,100425.0,-17.307423050599855,-100425.0
413,100425.0,-17.114821784939174,-100425.0
414,100425.0,-15.794377170080068,-100425.0
415,100385.0,-7.936711296390136,-100385.0
416,100365.0,0.6773147754866677,0.0
417,100360.0,7.095068699050124,100360.0
418,100365.0,10.302546197707084,100365.0
419,100370.0,11.296578263621988,100370.0
420,100365.0,12.28498770415353,100365.0
421,100375.0,10.985366772331796,100375.0
422,100355.0,12.689898277525996,100355.0
423,100350.0,13.951455550527088,100350.0
424,100350.0,14.096881765314372,100350.0
425,100350.0,13.497696766697313,100350.0
426,100335.0,14.626673963633973,100335.0
427,100345.0,13.074501456232772,100345.0
428,100335.0,12.823267239081286,100335.0
429,100345.0,10.436062724816608,100345.0
430,100325.0,11.209115589678033,100325.0
431,100335.0,9.493986814771063,100335.0
432,100335.0,7.753902848401449,100335.0
433,100345.0,4.607359285803533,0.0
434,100330.0,4.402415380035061,0.0
435,100320.0,5.306875547546175,100320.0
436,100305.0,7.575305941495545,100305.0
437,100295.0,9.821426300067266,100295.0
438,100300.0,9.706940489561354,100300.0
439,100305.0,8.094226222507274,100305.0
440,100295.0,7.80737396119714,100295.0
441,100305.0,5.4154704884311755,100305.0
442,100335.0,-1.1091845404850957,0.0
443,100345.0,-6.932803530825588,-100345.0
444,100340.0,-9.7830010322573,-100340.0
445,100335.0,-10.589008650470646,-100335.0
446,100325.0,-9.309762026636122,-100325.0
447,100315.0,-6.769428196958984,-100315.0
448,100310.0,-4.292482408679698,0.0
449,100305.0,-1.9790771318170766,0.0
450,100305.0,-0.6217775993340009,0.0
451,100305.0,0.0641740118328169,0.0
452,100305.0,0.2919788043758107,0.0
453,100295.0,1.684795257834434,0.0
454,100295.0,2.2615899576546283,0.0
455,100285.0,3.754926792316393,0.0
456,100290.0,3.5330019221400057,0.0
457,100295.0,2.2393902043316984,0.0
458,100280.0,3.2695860921805817,0.0
459,100280.0,3.4925802790155487,0.0
460,100295.0,0.9906799974500231,0.0
461,100300.0,-1.6188261078770694,0.0
462,100275.0,0.24669377934863235,0.0
463,100285.0,-0.31549026943180536,0.0
464,100285.0,-0.901580078255531,0.0
465,100295.0,-2.933435909506631,0.0
466,100285.0,-2.821700014040518,0.0
467,100310.0,-6.494065033888811,-100310.0
468,100345.0,-13.784036926260635,-100345.0
469,100355.0,-19.242137636968824,-100355.0
470,100355.0,-21.738261887349744,-100355.0
471,100345.0,-20.719651474394517,-100345.0
472,100350.0,-19.697737363218042,-100350.0
473,100340.0,-16.47928570921795,-100340.0
474,100355.0,-15.679849928483938,-100355.0
475,100345.0,-12.734505898143057,-100345.0
476,100335.0,-8.571948066977138,-100335.0
477,100345.0,-6.781852686899937,-100345.0
478,100335.0,-3.6270961983048693,0.0
479,100330.0,-0.5127778547658153,0.0
480,100325.0,2.407497819362561,0.0
481,100335.0,2.8425322499782357,0.0
482,100325.0,4.619949403298177,0.0
483,100335.0,4.198420800051387,0.0
484,100335.0,3.8765679731617695,0.0
485,100335.0,3.624399280582285,0.0
486,100345.0,1.9547934677387424,0.0
487,100360.0,-1.249285278096874,0.0
488,100370.0,-4.5036072441153525,0.0
489,100370.0,-6.134475942350431,-100370.0
490,100355.0,-4.445246781507876,0.0
491,100350.0,-2.222007475945265,0.0
492,100365.0,-2.7101774624258095,0.0
493,100370.0,-3.397621368563561,0.0
494,100355.0,-1.23288827546879,0.0
495,100365.0,-1.0595664996159169,0.0
496,100375.0,-2.140255022443206,0.0
497,100375.0,-2.4765007926290217,0.0
498,100385.0,-3.786688244347854,0.0
499,100395.0,-5.625287302798171,-100395.0
500,100385.0,-4.74907107256038,0.0
501,100385.0,-3.6727680409146473,0.0
502,100395.0,-3.9853322351543277,0.0
503,100375.0,-0.7445551260742853,0.0
504,100385.0,0.15133486567216892,0.0
505,100370.0,3.1921235236670036,0.0
506,100395.0,1.5410467347983179,0.0
507,100385.0,2.165377642916461,0.0
508,100375.0,4.175099356166651,0.0
509,100395.0,2.536111428617744,0.0
510,100405.0,0.15962176761331293,0.0
511,100415.0,-2.549459778324632,0.0
512,100425.0,-5.312127832331619,-100425.0
513,100450.0,-10.141136758193202,-100450.0
514,100445.0,-11.578104599195171,-100445.0
515,100450.0,-12.246268962502139,-100450.0
516,100465.0,-13.828962646928616,-100465.0
517,100465.0,-13.663416633566985,-100465.0
518,100490.0,-16.038464473519596,-100490.0
519,100525.0,-21.297642009349694,-100525.0
520,100535.0,-24.35640719281419,-100535.0
521,100530.0,-23.60715892896239,-100530.0
522,100525.0,-20.450699925591408,-100525.0
523,100535.0,-18.102129792109025,-100535.0
524,100525.0,-13.409233127767422,-100525.0
525,100535.0,-10.39888157941499,-100535.0
526,100545.0,-8.579130751823293,-100545.0
527,100510.0,-0.9882597262658237,0.0
528,100500.0,6.14256478646292,100500.0
529,100485.0,13.312036242593301,100485.0
530,100475.0,19.346111525461836,100475.0
531,100465.0,24.287933248418042,100465.0
532,100475.0,25.28060706103752,100475.0
533,100465.0,26.608482145346322,100465.0
534,100455.0,28.002915411804054,100455.0
535,100440.0,30.02088699387083,100440.0
536,100435.0,30.77404376946742,100435.0
537,100425.0,31.34444106708507,100425.0
538,100405.0,33.15091187006242,100405.0
539,100385.0,35.544657317390204,100385.0
540,100365.0,38.080837694489674,100365.0
541,100355.0,39.00108061554518,100355.0
542,100370.0,35.09198392993353,100370.0
543,100385.0,28.277914944895894,100385.0
544,100375.0,23.60404945599457,100375.0
545,100385.0,17.532716208407045,100385.0
546,100370.0,14.533910456294521,100370.0
547,100375.0,10.654304530555322,100375.0
548,100380.0,6.40647876102517,100380.0
549,100375.0,3.6081268742199413,0.0
550,100370.0,1.8608988861405962,0.0
551,100385.0,-2.0678734734134423,0.0
552,100380.0,-4.212637610488912,0.0
553,100395.0,-8.041996524191376,-100395.0
554,100375.0,-7.567782990624124,-100375.0
555,100385.0,-8.799266753828181,-100385.0
556,100395.0,-11.008459189728839,-100395.0
557,100400.0,-12.947486717286989,-100400.0
558,100405.0,-14.576903655176949,-100405.0
559,100415.0,-16.617170700842916,-100415.0
560,100425.0,-18.759092056096044,-100425.0
561,100435.0,-20.797737992665407,-100435.0
562,100445.0,-22.604955058079582,-100445.0
563,100455.0,-24.10829568462021,-100455.0
564,100450.0,-23.077168842066296,-100450.0
565,100450.0,-21.185953468709293,-100450.0
566,100455.0,-19.535445776710283,-100455.0
567,100460.0,-18.073806164585122,-100460.0
568,100465.0,-16.76214301111981,-100465.0
569,100455.0,-13.37359718428083,-100455.0
570,100445.0,-8.83357497695793,-100445.0
571,100475.0,-9.657511467806419,-100475.0
572,100505.0,-13.770565719208658,-100505.0
573,100485.0,-12.356522096692515,-100485.0
574,100475.0,-8.989957620560851,-100475.0
575,100480.0,-6.758093506533598,-100480.0
576,100475.0,-3.8756574137071773,0.0
577,100465.0,-0.00021045434665012408,0.0
578,100455.0,4.285586762134148,0.0
579,100445.0,8.582943551066002,100445.0
580,100435.0,12.629988483203313,100435.0
581,100420.0,16.99818164064045,100420.0
582,100395.0,22.748895837306613,100395.0
583,100385.0,26.793121116233916,100385.0
584,100400.0,25.81320268250256,100400.0
585,100415.0,21.671042050347765,100415.0
586,100415.0,17.914418691620654,100415.0
587,100425.0,13.09151710868249,100425.0
588,100425.0,9.294441161047676,100425.0
589,100415.0,7.787722504892626,100415.0
590,100415.0,6.311960273900629,100415.0
591,100405.0,6.384569124962946,100405.0
592,100395.0,7.406062957968439,100395.0
593,100405.0,6.0159947392621405,100405.0
594,100415.0,3.175275508480995,0.0
595,100420.0,0.3051860466455665,0.0
596,100435.0,-3.8925731525627363,0.0
597,100435.0,-6.4845293821080165,-100435.0
598,100445.0,-9.377027588796249,-100445.0
599,100455.0,-12.274831667101708,-100455.0
600,100465.0,-14.985003984574476,-100465.0
601,100485.0,-18.854922011654892,-100485.0
602,100485.0,-20.25929749702777,-100485.0
603,100475.0,-18.52345404117965,-100475.0
604,100485.0,-17.796514636587673,-100485.0
605,100490.0,-16.96121508069736,-100490.0
606,100485.0,-14.593272821528888,-100485.0
607,100500.0,-14.28616819905125,-100500.0
608,100500.0,-13.050828946953743,-100500.0
609,100495.0,-10.534164242738285,-100495.0
610,100485.0,-6.591687524575505,-100485.0
611,100475.0,-1.9538662454674487,0.0
612,100470.0,2.1388239512282503,0.0
613,100465.0,5.660850361718424,100465.0
614,100455.0,9.350603140459583,100455.0
615,100450.0,12.186399548234128,100450.0
616,100460.0,12.102164740187533,100460.0
617,100475.0,9.428658694557338,100475.0
618,100475.0,7.451991318305829,100475.0
619,100485.0,4.5347015831784105,0.0
620,100485.0,2.6406710045135053,0.0
621,100485.0,1.4839851211660786,0.0
622,100490.0,0.11576742827082676,0.0
623,100495.0,-1.3105354366682107,0.0
624,100495.0,-1.9592359890029307,0.0
625,100485.0,-0.6150192158158241,0.0
626,100475.0,1.9057363826052427,0.0
627,100470.0,4.288103609741315,0.0
628,100475.0,4.977057057174182,100475.0
629,100475.0,5.287017450507269,100475.0
630,100495.0,2.3981714572566784,0.0
631,100505.0,-0.8777439472023918,0.0
632,100475.0,1.645939221545957,0.0
633,100475.0,3.2645252750224625,0.0
634,100475.0,4.2190913522151385,0.0
635,100480.0,3.9617616109000124,0.0
636,100480.0,3.6814321860058,0.0
637,100460.0,6.322601316999621,100460.0
638,100450.0,9.167435528086031,100450.0
639,100455.0,9.762253662195162,100455.0
640,100455.0,9.62183088919361,100455.0
641,100455.0,9.002908795985064,100455.0
642,100455.0,8.094084182483583,100455.0
643,100465.0,5.566540928478562,100465.0
644,100445.0,6.543884455466265,100445.0
645,100435.0,8.180587496625673,100435.0
646,100425.0,10.11911912498291,100425.0
647,100415.0,12.11388366456604,100415.0
648,100395.0,15.467862873606053,100395.0
649,100385.0,17.98364271534117,100385.0
650,100375.0,19.789096201512166,100375.0
651,100370.0,20.26570153045098,100370.0
652,100385.0,16.899532210724338,100385.0
653,100400.0,11.26516322290956,100400.0
654,100425.0,3.0225463604278495,0.0
655,100425.0,-2.748710348080614,0.0
656,100415.0,-5.184268011436409,-100415.0
657,100395.0,-3.9184085902503014,0.0
658,100395.0,-3.3231745904400327,0.0
659,100395.0,-3.1716566735116416,0.0
660,100385.0,-1.8326947462019483,0.0
661,100395.0,-2.748593296613855,0.0
662,100395.0,-3.554334154680742,0.0
663,100395.0,-4.237603220143988,0.0
664,100400.0,-5.528156203549049,-100400.0
665,100405.0,-7.113889044023537,-100405.0
666,100395.0,-6.581161016354169,-100395.0
667,100395.0,-6.198247579225736,-100395.0
668,100405.0,-7.378775057159324,-100405.0
669,100405.0,-7.989271117946313,-100405.0
670,100375.0,-3.7924862534412114,0.0
671,100365.0,0.26595781604445534,0.0
672,100375.0,1.084997448213521,0.0
673,100385.0,-0.17266029753685075,0.0
